occurrenceID	taxonID	catalogNumber	collectionCode	institutionCode	typeStatus	verbatimLabel	sex	individualCount	eventDate	recordedBy	recordNumber	decimalLatitude	decimalLongitude	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	country	stateProvince	municipality	locality	references	basisOfRecord
026F1569FFD2FFF4398A9638FE49FE76.mc.3AAEAE22FFD2FFF53B649683FC28F910	026F1569FFD2FFF4398A9638FE49FE76.taxon					July 7,		1	1936-07-07	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD2FFF4398A9638FE49FE76	PreservedSpecimen
026F1569FFD2FFF4398A9638FE49FE76.mc.3AAEAE22FFD2FFF53BDC9683FBECF910	026F1569FFD2FFF4398A9638FE49FE76.taxon					24		1	1936-07-04	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD2FFF4398A9638FE49FE76	PreservedSpecimen
026F1569FFD2FFF4398A9638FE49FE76.mc.3AAEAE22FFD2FFF53C189683FA8AF8DD	026F1569FFD2FFF4398A9638FE49FE76.taxon					Sept. 16 - 20, Swezey, from trellised flowers of Antigonon leptopus, numerous males and females	male	1	1936-09-16	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD2FFF4398A9638FE49FE76	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF739C592F8FBC1FD37	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Ritidian Pt., April 16, Bryan		1	1936-04-16	E. H. Bryan											Ritidian Point	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73C7E92F8F94AFD37	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Mt. Sasalaguan, April 25, Bryan		1	1936-04-25	E. H. Bryan											Mt. Sasalaguan	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73EF992F8FD08FCE3	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Yona, April 29, Bryan		1	1936-04-29	E. H. Bryan											Yona	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73B3892B4F8C5FCE3	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Dededo, on flowers of unknown shrub, May 11, Swezey		1	1936-05-11	O. H. Swezey											Dededo	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF739839340FBDFFCAF	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Santa Rosa Peak, May 19, Swezey		1	1936-05-19	O. H. Swezey											Santa Rosa Peak	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73C6A9340F929FCAF	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Merizo, June 11, Swezey, Usinger		1	1936-06-11	O. H. Swezey & R. L. Usinger											Merizo	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73EDD9340FC00FC9C	026F1569FFD3FFF7392198CDFB65FB9B.taxon					near Atao Beach, June 25 ,, Usinger		1	1936-06-25	R. L. Usinger											Atao Beach	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73BC3931FFE1EFC48	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Machanao, on tobacco flowers, June 30, Swezey		1	1936-06-30	O. H. Swezey											Machanao	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73A29932AFA9DFC48	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Dandan, on Glochidion flowers, July 17, Swezey		1	1936-07-17	O. H. Swezey										Dandan	Dandan	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73DAA932AF99DFC48	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Piti, Aug. 24		1	1936-08-24	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD3FFF7392198CDFB65FB9B.mc.3AAEAE22FFD0FFF73EAB932AFDA1FC35	026F1569FFD3FFF7392198CDFB65FB9B.taxon					Sept. 27, Swezey		1	1936-08-24	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD3FFF7392198CDFB65FB9B	PreservedSpecimen
026F1569FFD2FFF5398793E6FC6EFA0A.mc.3AAEAE22FFD2FFF53A3D93B2FB5DFB49	026F1569FFD2FFF5398793E6FC6EFA0A.taxon					A large colony was observed hanging beneath a large branch of a Pithecolobium tree by the roadside near Piti. It was at an elevation of 15 to 20 feet, and continued there for five months after we discovered it. A smaller colony vtas similarly situated higher up in the tree		1	1936	O. H. Swezey											Piti	http://treatment.plazi.org/id/026F1569FFD2FFF5398793E6FC6EFA0A	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF439629712FACCF881	026F1569FFD3FFF43922975CFC49F798.taxon					Orote Peninsula, April 7, on coconut blossoms, Bryan		1	1936-04-07	E. H. Bryan											Orote Peninsula	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF43D789712FE35F84E	026F1569FFD3FFF43922975CFC49F798.taxon					Riticlian Pt., April 16, Bryan		1	1936-04-16	E. H. Bryan											Ritidian Point	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF439CE972EFC11F84E	026F1569FFD3FFF43922975CFC49F798.taxon					Mt. Alifan, April 20, Bryan		1	1936-04-20	E. H. Bryan											Mt. Alifan	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF43C33972EF99BF84E	026F1569FFD3FFF43922975CFC49F798.taxon					Santa Rosa Peak, May 19, Swezey		1	1936-05-19	O. H. Swezey											Santa Rosa Peak	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF4392097FAFD05F839	026F1569FFD3FFF43922975CFC49F798.taxon					Merizo, June 11, Swezey		1	1936-06-11	O. H. Swezey											Merizo	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
026F1569FFD3FFF43922975CFC49F798.mc.3AAEAE22FFD3FFF43AC197FAFA12F839	026F1569FFD3FFF43922975CFC49F798.taxon					Barrigacla, Nov. 26, on sunflower, Swezey		1	1936-11-26	O. H. Swezey											Barrigada	http://treatment.plazi.org/id/026F1569FFD3FFF43922975CFC49F798	PreservedSpecimen
